CVCL	label
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1245	HCC1143
cellosaurus:CVCL_1246	HCC1143 BL
cellosaurus:CVCL_5126	HCC1171
cellosaurus:CVCL_5126	HCC1171
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_1247	HCC1187
cellosaurus:CVCL_5127	HCC1195
cellosaurus:CVCL_5127	HCC1195
cellosaurus:CVCL_5127	HCC1195
cellosaurus:CVCL_5128	HCC1359
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1249	HCC1395
cellosaurus:CVCL_1250	HCC1395 BL
cellosaurus:CVCL_2057	HCC15
cellosaurus:CVCL_2057	HCC15
cellosaurus:CVCL_2057	HCC15
cellosaurus:CVCL_2057	HCC15
cellosaurus:CVCL_2057	HCC15
cellosaurus:CVCL_2057	HCC15
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1254	HCC1500
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1255	HCC1569
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_1256	HCC1599
cellosaurus:CVCL_5129	HCC1833
cellosaurus:CVCL_5129	HCC1833
cellosaurus:CVCL_5130	HCC193
cellosaurus:CVCL_5130	HCC193
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_2062	HCC202
cellosaurus:CVCL_1261	HCC2157
cellosaurus:CVCL_1261	HCC2157
cellosaurus:CVCL_1261	HCC2157
cellosaurus:CVCL_1261	HCC2157
cellosaurus:CVCL_1261	HCC2157
cellosaurus:CVCL_3375	HCC2185
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_1263	HCC2218
cellosaurus:CVCL_5131	HCC2279
cellosaurus:CVCL_5131	HCC2279
cellosaurus:CVCL_5131	HCC2279
cellosaurus:CVCL_5132	HCC2429
cellosaurus:CVCL_5133	HCC2450
cellosaurus:CVCL_5133	HCC2450
cellosaurus:CVCL_3376	HCC2688
cellosaurus:CVCL_1265	HCC2935
cellosaurus:CVCL_1265	HCC2935
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_1266	HCC2998
cellosaurus:CVCL_3377	HCC3153
cellosaurus:CVCL_2058	HCC33
cellosaurus:CVCL_5134	HCC364
cellosaurus:CVCL_2059	HCC366
cellosaurus:CVCL_2059	HCC366
cellosaurus:CVCL_2059	HCC366
cellosaurus:CVCL_2059	HCC366
cellosaurus:CVCL_2059	HCC366
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1267	HCC38
cellosaurus:CVCL_1268	HCC38 BL
cellosaurus:CVCL_2060	HCC44
cellosaurus:CVCL_2060	HCC44
cellosaurus:CVCL_2060	HCC44
cellosaurus:CVCL_5135	HCC461
cellosaurus:CVCL_5135	HCC461
cellosaurus:CVCL_5136	HCC515
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_1270	HCC70
cellosaurus:CVCL_3378	HCC712
cellosaurus:CVCL_3378	HCC712
cellosaurus:CVCL_5137	HCC95
cellosaurus:CVCL_5137	HCC95
cellosaurus:CVCL_5137	HCC95
cellosaurus:CVCL_1271	HCE-4
cellosaurus:CVCL_5138	HCE-7
cellosaurus:CVCL_1273	HD-MY-Z
cellosaurus:CVCL_1273	HD-MY-Z
cellosaurus:CVCL_1273	HD-MY-Z
cellosaurus:CVCL_2067	HDQ-P1
cellosaurus:CVCL_2067	HDQ-P1
cellosaurus:CVCL_2923	HEC-108
cellosaurus:CVCL_2925	HEC-151
cellosaurus:CVCL_2927	HEC-251
cellosaurus:CVCL_2928	HEC-265
cellosaurus:CVCL_2930	HEC-59
cellosaurus:CVCL_2931	HEC-6
cellosaurus:CVCL_C827	HGC-25
cellosaurus:CVCL_1280	HH [Human lymphoma]
cellosaurus:CVCL_1280	HH [Human lymphoma]
cellosaurus:CVCL_1280	HH [Human lymphoma]
cellosaurus:CVCL_DF85	HH-B2
cellosaurus:CVCL_2255	HLF-a
cellosaurus:CVCL_2949	HMC-1-8
cellosaurus:CVCL_3317	HMCB
cellosaurus:CVCL_3317	HMCB
cellosaurus:CVCL_3317	HMCB
cellosaurus:CVCL_3317	HMCB
cellosaurus:CVCL_1282	HMV-II
cellosaurus:CVCL_1283	HN
cellosaurus:CVCL_1284	HO-1-N-1
cellosaurus:CVCL_2784	HO-1-u-1
cellosaurus:CVCL_2784	HO-1-u-1
cellosaurus:CVCL_W086	HO275
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1285	HOP-62
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_1286	HOP-92
cellosaurus:CVCL_0660	Hs 172.T
cellosaurus:CVCL_0697	Hs 228.T
cellosaurus:CVCL_0698	Hs 229.T
cellosaurus:CVCL_0711	Hs 274.T
cellosaurus:CVCL_0715	Hs 281.T
cellosaurus:CVCL_0331	Hs 294T
cellosaurus:CVCL_0726	Hs 343.T
cellosaurus:CVCL_0758	Hs 417.Lu
cellosaurus:CVCL_0802	Hs 571.T
cellosaurus:CVCL_0804	Hs 573.T
cellosaurus:CVCL_0814	Hs 600.T
cellosaurus:CVCL_0814	Hs 600.T
cellosaurus:CVCL_0816	Hs 604.T
cellosaurus:CVCL_0819	Hs 606.T
cellosaurus:CVCL_0823	Hs 611.T
cellosaurus:CVCL_0825	Hs 616.T
cellosaurus:CVCL_0827	Hs 618.T
cellosaurus:CVCL_0836	Hs 675.T
cellosaurus:CVCL_0844	Hs 683
cellosaurus:CVCL_0844	Hs 683
cellosaurus:CVCL_0846	Hs 688(A).T
cellosaurus:CVCL_0851	Hs 695T
cellosaurus:CVCL_0855	Hs 698.T
cellosaurus:CVCL_0858	Hs 700T
cellosaurus:CVCL_0863	Hs 706.T
cellosaurus:CVCL_0864	Hs 707(A).T
cellosaurus:CVCL_0871	Hs 729.T
cellosaurus:CVCL_0878	Hs 737.T
cellosaurus:CVCL_0878	Hs 737.T
cellosaurus:CVCL_0882	Hs 739.T
cellosaurus:CVCL_0888	Hs 742.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0333	Hs 746.T
cellosaurus:CVCL_0891	Hs 751.T
cellosaurus:CVCL_0891	Hs 751.T
cellosaurus:CVCL_0334	Hs 766T
cellosaurus:CVCL_0334	Hs 766T
cellosaurus:CVCL_0903	Hs 781.T
cellosaurus:CVCL_0928	Hs 819.T
cellosaurus:CVCL_0932	Hs 821.T
cellosaurus:CVCL_0933	Hs 822.T
cellosaurus:CVCL_0938	Hs 834.T
cellosaurus:CVCL_0941	Hs 839.T
cellosaurus:CVCL_0941	Hs 839.T
cellosaurus:CVCL_0942	Hs 840.T
cellosaurus:CVCL_0950	Hs 852.T
cellosaurus:CVCL_0950	Hs 852.T
cellosaurus:CVCL_0959	Hs 863.T
cellosaurus:CVCL_0966	Hs 870.T
cellosaurus:CVCL_0979	Hs 888.T
cellosaurus:CVCL_0985	Hs 891.T
cellosaurus:CVCL_0993	Hs 895.T
cellosaurus:CVCL_0993	Hs 895.T
cellosaurus:CVCL_1009	Hs 908.T
cellosaurus:CVCL_1031	Hs 934.T
cellosaurus:CVCL_1036	Hs 939.T
cellosaurus:CVCL_1038	Hs 940.T
cellosaurus:CVCL_1040	Hs 944.T
cellosaurus:CVCL_8719	HS-SY-2
cellosaurus:CVCL_1287	HSC-2
cellosaurus:CVCL_1287	HSC-2
cellosaurus:CVCL_1287	HSC-2
cellosaurus:CVCL_1287	HSC-2
cellosaurus:CVCL_1289	HSC-4
cellosaurus:CVCL_1289	HSC-4
cellosaurus:CVCL_1289	HSC-4
cellosaurus:CVCL_7674	HSQ-89
cellosaurus:CVCL_DI58	HSR-GBM1B
cellosaurus:CVCL_1291	HT-1197
cellosaurus:CVCL_1291	HT-1197
cellosaurus:CVCL_1291	HT-1197
cellosaurus:CVCL_1291	HT-1197
cellosaurus:CVCL_1291	HT-1197
cellosaurus:CVCL_0318	HT-144
cellosaurus:CVCL_0318	HT-144
cellosaurus:CVCL_1293	HT-3
cellosaurus:CVCL_1293	HT-3
cellosaurus:CVCL_1293	HT-3
cellosaurus:CVCL_1294	HT-55
cellosaurus:CVCL_1294	HT-55
cellosaurus:CVCL_3524	HT-728.T
cellosaurus:CVCL_2520	HT115
cellosaurus:CVCL_2520	HT115
cellosaurus:CVCL_2956	HuH-1
cellosaurus:CVCL_2956	HuH-1
cellosaurus:CVCL_2955	HuH-28
cellosaurus:CVCL_1300	HuP-T4
cellosaurus:CVCL_1300	HuP-T4
cellosaurus:CVCL_1300	HuP-T4
cellosaurus:CVCL_1300	HuP-T4
cellosaurus:CVCL_1302	IA-LM
cellosaurus:CVCL_G209	IBEP-1
cellosaurus:CVCL_2075	IGR-37
cellosaurus:CVCL_2075	IGR-37
cellosaurus:CVCL_DF87	INT.Ov2
cellosaurus:CVCL_9989	IOR/OS10
cellosaurus:CVCL_9990	IOR/OS14
cellosaurus:CVCL_9991	IOR/OS15
cellosaurus:CVCL_9993	IOR/OS18
cellosaurus:CVCL_9988	IOR/OS9
cellosaurus:CVCL_9995	IOR/SARG
cellosaurus:CVCL_1307	IPC-298
cellosaurus:CVCL_AW96	IRM2
cellosaurus:CVCL_F645	ISt-1
cellosaurus:CVCL_1312	IST-Mes2
cellosaurus:CVCL_W874	JA
cellosaurus:CVCL_A593	JAMA-2
cellosaurus:CVCL_H633	JB6 [Human anaplastic large cell lymphoma]
cellosaurus:CVCL_2785	JHH-1
cellosaurus:CVCL_2785	JHH-1
cellosaurus:CVCL_2786	JHH-2
cellosaurus:CVCL_2786	JHH-2
cellosaurus:CVCL_2788	JHH-6
cellosaurus:CVCL_2788	JHH-6
cellosaurus:CVCL_2805	JHH-7
cellosaurus:CVCL_4640	JHOC-5
cellosaurus:CVCL_4640	JHOC-5
cellosaurus:CVCL_4641	JHOC-7
cellosaurus:CVCL_4643	JHOC-9
cellosaurus:CVCL_4644	JHOM-1
cellosaurus:CVCL_4645	JHOM-2B
cellosaurus:CVCL_4647	JHOS-2
cellosaurus:CVCL_4649	JHOS-4
cellosaurus:CVCL_4655	JHUEM-1
cellosaurus:CVCL_4656	JHUEM-2
cellosaurus:CVCL_4657	JHUEM-3
cellosaurus:CVCL_4658	JHUEM-7
cellosaurus:CVCL_2077	JIMT-1
cellosaurus:CVCL_2077	JIMT-1
cellosaurus:CVCL_2077	JIMT-1
cellosaurus:CVCL_2077	JIMT-1
cellosaurus:CVCL_2079	JK-1
cellosaurus:CVCL_2080	JL-1
cellosaurus:CVCL_3532	JM-1
cellosaurus:CVCL_3532	JM-1
cellosaurus:CVCL_3532	JM-1
cellosaurus:CVCL_2081	JMSU-1
cellosaurus:CVCL_M891	JON
cellosaurus:CVCL_3728	JSC-1
cellosaurus:CVCL_3728	JSC-1
cellosaurus:CVCL_3728	JSC-1
cellosaurus:CVCL_3728	JSC-1
cellosaurus:CVCL_2536	JU77
cellosaurus:CVCL_2086	JURL-MK1
cellosaurus:CVCL_1319	JVM-2
cellosaurus:CVCL_1319	JVM-2
cellosaurus:CVCL_1319	JVM-2
cellosaurus:CVCL_1320	JVM-3
cellosaurus:CVCL_1320	JVM-3
cellosaurus:CVCL_1320	JVM-3
cellosaurus:CVCL_1320	JVM-3
cellosaurus:CVCL_5142	K008
cellosaurus:CVCL_1323	KALS-1
cellosaurus:CVCL_1821	Karpas-1106P
cellosaurus:CVCL_1821	Karpas-1106P
cellosaurus:CVCL_1821	Karpas-1106P
cellosaurus:CVCL_1821	Karpas-1106P
cellosaurus:CVCL_2539	Karpas-1718
cellosaurus:CVCL_2539	Karpas-1718
cellosaurus:CVCL_1822	Karpas-231
cellosaurus:CVCL_9553	Karpas-353
cellosaurus:CVCL_1325	Karpas-422
cellosaurus:CVCL_1325	Karpas-422
cellosaurus:CVCL_1325	Karpas-422
cellosaurus:CVCL_1325	Karpas-422
cellosaurus:CVCL_1325	Karpas-422
cellosaurus:CVCL_1325	Karpas-422
cellosaurus:CVCL_1823	Karpas-620
cellosaurus:CVCL_0590	Kasumi-2
cellosaurus:CVCL_0590	Kasumi-2
cellosaurus:CVCL_0590	Kasumi-2
cellosaurus:CVCL_0614	Kasumi-6
cellosaurus:CVCL_X904	KC12
cellosaurus:CVCL_3385	KE-39
cellosaurus:CVCL_3386	KE-97
cellosaurus:CVCL_2092	Kelly
cellosaurus:CVCL_2092	Kelly
cellosaurus:CVCL_2092	Kelly
cellosaurus:CVCL_2092	Kelly
cellosaurus:CVCL_2971	KG-1-C
cellosaurus:CVCL_2971	KG-1-C
cellosaurus:CVCL_2971	KG-1-C
cellosaurus:CVCL_2973	KHM-10B
cellosaurus:CVCL_2972	KHM-1B
cellosaurus:CVCL_2974	KHM-3S
cellosaurus:CVCL_2093	Ki-JK
cellosaurus:CVCL_1329	KLE
cellosaurus:CVCL_1329	KLE
cellosaurus:CVCL_1329	KLE
cellosaurus:CVCL_1329	KLE
cellosaurus:CVCL_1329	KLE
cellosaurus:CVCL_1330	KM-H2
cellosaurus:CVCL_1330	KM-H2
cellosaurus:CVCL_1330	KM-H2
cellosaurus:CVCL_1330	KM-H2
cellosaurus:CVCL_2977	KMBC-2
cellosaurus:CVCL_S641	KMH-2
cellosaurus:CVCL_2981	KMM-1
cellosaurus:CVCL_2983	KMRC-1
cellosaurus:CVCL_2983	KMRC-1
cellosaurus:CVCL_2984	KMRC-2
cellosaurus:CVCL_2984	KMRC-2
cellosaurus:CVCL_2986	KMRC-20
cellosaurus:CVCL_2986	KMRC-20
cellosaurus:CVCL_2985	KMRC-3
cellosaurus:CVCL_1334	KMS-12-BM
cellosaurus:CVCL_1333	KMS-12-PE
cellosaurus:CVCL_2990	KMS-20
cellosaurus:CVCL_2991	KMS-21-BM
cellosaurus:CVCL_2992	KMS-26
cellosaurus:CVCL_2993	KMS-27
cellosaurus:CVCL_2994	KMS-28BM
cellosaurus:CVCL_2995	KMS-28PE
cellosaurus:CVCL_0378	KNS-42
cellosaurus:CVCL_0378	KNS-42
cellosaurus:CVCL_0378	KNS-42
cellosaurus:CVCL_2798	KNS-60
cellosaurus:CVCL_1335	KNS-62
cellosaurus:CVCL_1321	KO52
cellosaurus:CVCL_1321	KO52
cellosaurus:CVCL_3001	KON
cellosaurus:CVCL_1866	KOPN-8
cellosaurus:CVCL_1337	KOSC-2
cellosaurus:CVCL_5147	KP-PN-TTBm2
cellosaurus:CVCL_B412	KPD
cellosaurus:CVCL_5310	KPL-4
cellosaurus:CVCL_1343	KS-1 [Human glioblastoma]
cellosaurus:CVCL_D284	KS-1 [Human Krukenberg tumour]
cellosaurus:CVCL_1344	KU-19-19
cellosaurus:CVCL_5213	KU-19-20
cellosaurus:CVCL_1345	Kuramochi
cellosaurus:CVCL_1345	Kuramochi
cellosaurus:CVCL_1345	Kuramochi
cellosaurus:CVCL_1347	KYSE-140
cellosaurus:CVCL_1347	KYSE-140
cellosaurus:CVCL_1348	KYSE-150
cellosaurus:CVCL_1348	KYSE-150
cellosaurus:CVCL_1348	KYSE-150
cellosaurus:CVCL_1349	KYSE-180
cellosaurus:CVCL_1349	KYSE-180
cellosaurus:CVCL_1359	KYSE-220
cellosaurus:CVCL_1350	KYSE-270
cellosaurus:CVCL_1350	KYSE-270
cellosaurus:CVCL_1351	KYSE-30
cellosaurus:CVCL_1351	KYSE-30
cellosaurus:CVCL_1351	KYSE-30
cellosaurus:CVCL_1351	KYSE-30
cellosaurus:CVCL_1352	KYSE-410
cellosaurus:CVCL_1352	KYSE-410
cellosaurus:CVCL_1353	KYSE-450
cellosaurus:CVCL_1353	KYSE-450
cellosaurus:CVCL_1360	KYSE-50
cellosaurus:CVCL_1354	KYSE-510
cellosaurus:CVCL_1354	KYSE-510
cellosaurus:CVCL_1355	KYSE-520
cellosaurus:CVCL_1355	KYSE-520
cellosaurus:CVCL_1356	KYSE-70
cellosaurus:CVCL_1356	KYSE-70
cellosaurus:CVCL_2096	L-1236
cellosaurus:CVCL_2096	L-1236
cellosaurus:CVCL_2096	L-1236
cellosaurus:CVCL_1357	L-363
cellosaurus:CVCL_1362	L-540
cellosaurus:CVCL_1362	L-540
cellosaurus:CVCL_1362	L-540
cellosaurus:CVCL_2098	L-82
cellosaurus:CVCL_2098	L-82
cellosaurus:CVCL_L297	L-STS
cellosaurus:CVCL_DF84	L56Br-C1
cellosaurus:CVCL_1829	LA-N-2
cellosaurus:CVCL_1829	LA-N-2
cellosaurus:CVCL_0389	LA-N-5
cellosaurus:CVCL_0389	LA-N-5
cellosaurus:CVCL_UE17	LASCPC-01
cellosaurus:CVCL_DI17	LAU-Me235
cellosaurus:CVCL_DI18	LAU-Me246.M1
cellosaurus:CVCL_DI18	LAU-Me246.M1
cellosaurus:CVCL_DI24	LAU-Me246.M1-LCL
cellosaurus:CVCL_S597	LAU-Me275
cellosaurus:CVCL_S597	LAU-Me275
cellosaurus:CVCL_S597	LAU-Me275
cellosaurus:CVCL_S597	LAU-Me275
cellosaurus:CVCL_S597	LAU-Me275
cellosaurus:CVCL_DI20	LAU-Me280.R.LN
cellosaurus:CVCL_DI20	LAU-Me280.R.LN
cellosaurus:CVCL_DI25	LAU-Me280.R.LN-LCL
cellosaurus:CVCL_DI21	LAU-T149D
cellosaurus:CVCL_DI21	LAU-T149D
cellosaurus:CVCL_DI22	LAU-T50B
cellosaurus:CVCL_DI22	LAU-T50B
cellosaurus:CVCL_DI22	LAU-T50B
cellosaurus:CVCL_DI23	LAU-T618A
cellosaurus:CVCL_DI23	LAU-T618A
cellosaurus:CVCL_1374	LC4-1
cellosaurus:CVCL_1375	LCLC-103H
cellosaurus:CVCL_1375	LCLC-103H
cellosaurus:CVCL_1375	LCLC-103H
cellosaurus:CVCL_1375	LCLC-103H
cellosaurus:CVCL_1376	LCLC-97TM1
cellosaurus:CVCL_1376	LCLC-97TM1
cellosaurus:CVCL_1376	LCLC-97TM1
cellosaurus:CVCL_DG01	LIM2045
cellosaurus:CVCL_M821	LiSa-2
cellosaurus:CVCL_1377	LK-2
cellosaurus:CVCL_1377	LK-2
cellosaurus:CVCL_1377	LK-2
cellosaurus:CVCL_W131	LK1
cellosaurus:CVCL_W132	LK2
cellosaurus:CVCL_5I00	LMS05
cellosaurus:CVCL_4849	LMSU
cellosaurus:CVCL_0392	LN-18
cellosaurus:CVCL_0392	LN-18
cellosaurus:CVCL_1378	LN-405
cellosaurus:CVCL_2581	LO68
cellosaurus:CVCL_F001	LoKe
cellosaurus:CVCL_2104	LOU-NH91
cellosaurus:CVCL_2104	LOU-NH91
cellosaurus:CVCL_2104	LOU-NH91
cellosaurus:CVCL_1380	Loucy
cellosaurus:CVCL_1380	Loucy
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_1381	LOX-IMVI
cellosaurus:CVCL_0012	LP-1
cellosaurus:CVCL_M823	LPS141
cellosaurus:CVCL_M823	LPS141
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1382	LS1034
cellosaurus:CVCL_1383	LS123
cellosaurus:CVCL_1383	LS123
cellosaurus:CVCL_1383	LS123
cellosaurus:CVCL_DH87	LS14
cellosaurus:CVCL_1385	LS411N
cellosaurus:CVCL_1385	LS411N
cellosaurus:CVCL_1385	LS411N
cellosaurus:CVCL_1388	Lu-134-B
cellosaurus:CVCL_2582	LUDLU-1
