callset_id	callset_legacy_id	series_accession__id	_progenetix_experiment_id	_legacy_id
pgxcs-kftwxf2x	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_15-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_15-SNP6	RI_15
pgxcs-kftwxf3x	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_16-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_16-SNP6	RI_16
pgxcs-kftwxf71	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_18-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_18-SNP6	RI_18
pgxcs-kftwxf81	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_2-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_2-SNP6	RI_2
pgxcs-kftwxf90	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_20-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_20-SNP6	RI_20
pgxcs-kftwxf9z	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_25-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_25-SNP6	RI_25
pgxcs-kftwxfax	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_26-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_26-SNP6	RI_26
pgxcs-kftwxfbx	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_27-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_27-SNP6	RI_27
pgxcs-kftwxfcw	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_4-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_4-SNP6	RI_4
pgxcs-kftwxfdu	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_5-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_5-SNP6	RI_5
pgxcs-kftwxfet	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_6-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_6-SNP6	RI_6
pgxcs-kftwxffr	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_7-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_7-SNP6	RI_7
pgxcs-kftwxfgr	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_8-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_8-SNP6	RI_8
pgxcs-kftwxfhp	pgxcs::E-MEXP-3252::AE-MEXP_3252-RI_9-SNP6	arrayexpress:E-MEXP-3252	AE-MEXP_3252-RI_9-SNP6	RI_9
pgxcs-kftwxfip	pgxcs::E-MEXP-3277::AE-MEXP_3277-SW613_3-SNP6	arrayexpress:E-MEXP-3277	AE-MEXP_3277-SW613_3-SNP6	SW613_3
pgxcs-kftwxfjo	pgxcs::E-MEXP-3278::AE-MEXP_3278-SW613_TU1-SNP6	arrayexpress:E-MEXP-3278	AE-MEXP_3278-SW613_TU1-SNP6	SW613_TU1
pgxcs-kftwxfko	pgxcs::E-MEXP-3279::AE-MEXP_3279-GBM14_P5-SNP6	arrayexpress:E-MEXP-3279	AE-MEXP_3279-GBM14_P5-SNP6	GBM14_P5
pgxcs-kftwxfln	pgxcs::E-MEXP-3280::AE-MEXP_3280-GBM14_P24-SNP6	arrayexpress:E-MEXP-3280	AE-MEXP_3280-GBM14_P24-SNP6	GBM14_P24
pgxcs-kftwxfmm	pgxcs::E-MEXP-3281::AE-MEXP_3281-Gliome_8-SNP6	arrayexpress:E-MEXP-3281	AE-MEXP_3281-Gliome_8-SNP6	Gliome_8
pgxcs-kftwxfnl	pgxcs::E-MEXP-3705::AE-MEXP_3705-PI_P-SNP6	arrayexpress:E-MEXP-3705	AE-MEXP_3705-PI_P-SNP6	PI_P
pgxcs-kftwxfok	pgxcs::E-MEXP-3705::AE-MEXP_3705-PI_V-SNP6	arrayexpress:E-MEXP-3705	AE-MEXP_3705-PI_V-SNP6	PI_V
pgxcs-kftwxfpj	pgxcs::E-MEXP-3705::AE-MEXP_3705-PII_L-SNP6	arrayexpress:E-MEXP-3705	AE-MEXP_3705-PII_L-SNP6	PII_L
pgxcs-kftwxfqi	pgxcs::E-MEXP-3705::AE-MEXP_3705-PII_R-SNP6	arrayexpress:E-MEXP-3705	AE-MEXP_3705-PII_R-SNP6	PII_R
pgxcs-kftwxfrg	pgxcs::E-MEXP-3705::AE-MEXP_3705-PI_M1-SNP6	arrayexpress:E-MEXP-3705	AE-MEXP_3705-PI_M1-SNP6	PI_M1
pgxcs-kftwxfsf	pgxcs::E-MEXP-3997::AE-MEXP_3997-BM-CytoScanHD	arrayexpress:E-MEXP-3997	AE-MEXP_3997-BM-CytoScanHD	BM
pgxcs-kftwxfte	pgxcs::E-MEXP-3997::AE-MEXP_3997-CD14-CytoScanHD	arrayexpress:E-MEXP-3997	AE-MEXP_3997-CD14-CytoScanHD	CD14
pgxcs-kftwxfuc	pgxcs::E-MEXP-3997::AE-MEXP_3997-CD3-CytoScanHD	arrayexpress:E-MEXP-3997	AE-MEXP_3997-CD3-CytoScanHD	CD3
pgxcs-kftwxfvb	pgxcs::E-MEXP-3997::AE-MEXP_3997-Granulocyte-CytoScanHD	arrayexpress:E-MEXP-3997	AE-MEXP_3997-Granulocyte-CytoScanHD	Granulocyte
pgxcs-kftwxfw9	pgxcs::E-MEXP-3997::AE-MEXP_3997-Skin-CytoScanHD	arrayexpress:E-MEXP-3997	AE-MEXP_3997-Skin-CytoScanHD	Skin
pgxcs-kftwxfxq	pgxcs::E-MEXP-902::AE-MEXP_902-Caki1_50K_Hind-Hind	arrayexpress:E-MEXP-902	AE-MEXP_902-Caki1_50K_Hind-Hind	Caki1_50K_Hind
pgxcs-kftwxfyo	pgxcs::E-MEXP-902::AE-MEXP_902-Caki1_50K_Xba-Xba	arrayexpress:E-MEXP-902	AE-MEXP_902-Caki1_50K_Xba-Xba	Caki1_50K_Xba
pgxcs-kftwxfzn	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD3851-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD3851-SNP6	PD3851
pgxcs-kftwxg0m	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD3890-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD3890-SNP6	PD3890
pgxcs-kftwxg1l	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD3904-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD3904-SNP6	PD3904
pgxcs-kftwxg2j	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD3905-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD3905-SNP6	PD3905
pgxcs-kftwxg3j	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD3945-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD3945-SNP6	PD3945
pgxcs-kftwxg4i	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4005-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4005-SNP6	PD4005
pgxcs-kftwxg5h	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4006-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4006-SNP6	PD4006
pgxcs-kftwxg6h	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4085-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4085-SNP6	PD4085
pgxcs-kftwxg7h	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4086-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4086-SNP6	PD4086
pgxcs-kftwxg8g	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4088-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4088-SNP6	PD4088
pgxcs-kftwxg9e	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4103-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4103-SNP6	PD4103
pgxcs-kftwxgad	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4107-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4107-SNP6	PD4107
pgxcs-kftwxgbc	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4109-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4109-SNP6	PD4109
pgxcs-kftwxgei	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4115-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4115-SNP6	PD4115
pgxcs-kftwxgfj	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4116-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4116-SNP6	PD4116
pgxcs-kftwxggi	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4120-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4120-SNP6	PD4120
pgxcs-kftwxghh	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4192-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4192-SNP6	PD4192
pgxcs-kftwxgih	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4194-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4194-SNP6	PD4194
pgxcs-kftwxgjg	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4198-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4198-SNP6	PD4198
pgxcs-kftwxgkg	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4199-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4199-SNP6	PD4199
pgxcs-kftwxglf	pgxcs::E-MTAB-1087::AE-MTAB_1087-PD4248-SNP6	arrayexpress:E-MTAB-1087	AE-MTAB_1087-PD4248-SNP6	PD4248
pgxcs-kftwxgmg	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4196a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4196a-SNP6	PD4196a
pgxcs-kftwxgng	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4197a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4197a-SNP6	PD4197a
pgxcs-kftwxgog	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4596a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4596a-SNP6	PD4596a
pgxcs-kftwxgpf	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4934a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4934a-SNP6	PD4934a
pgxcs-kftwxgqe	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4123a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4123a-SNP6	PD4123a
pgxcs-kftwxgrd	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4125a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4125a-SNP6	PD4125a
pgxcs-kftwxgsc	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3858a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3858a-SNP6	PD3858a
pgxcs-kftwxgtc	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3985a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3985a-SNP6	PD3985a
pgxcs-kftwxgub	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3986a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3986a-SNP6	PD3986a
pgxcs-kftwxgva	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3987a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3987a-SNP6	PD3987a
pgxcs-kftwxgwq	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3988a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3988a-SNP6	PD3988a
pgxcs-kftwxgxq	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3989a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3989a-SNP6	PD3989a
pgxcs-kftwxgyp	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3991a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3991a-SNP6	PD3991a
pgxcs-kftwxgzo	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3993a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3993a-SNP6	PD3993a
pgxcs-kftwxh0o	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3994a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3994a-SNP6	PD3994a
pgxcs-kftwxh1o	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3995a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3995a-SNP6	PD3995a
pgxcs-kftwxh2m	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3996a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3996a-SNP6	PD3996a
pgxcs-kftwxh3l	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3997a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3997a-SNP6	PD3997a
pgxcs-kftwxh4k	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3998a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3998a-SNP6	PD3998a
pgxcs-kftwxh5j	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3999a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3999a-SNP6	PD3999a
pgxcs-kftwxh6j	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4000a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4000a-SNP6	PD4000a
pgxcs-kftwxh7i	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4001a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4001a-SNP6	PD4001a
pgxcs-kftwxh8h	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4002a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4002a-SNP6	PD4002a
pgxcs-kftwxh9i	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4003a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4003a-SNP6	PD4003a
pgxcs-kftwxhag	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4004a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4004a-SNP6	PD4004a
pgxcs-kftwxhbg	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4070a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4070a-SNP6	PD4070a
pgxcs-kftwxhcf	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4075a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4075a-SNP6	PD4075a
pgxcs-kftwxhde	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4076a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4076a-SNP6	PD4076a
pgxcs-kftwxhed	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4087a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4087a-SNP6	PD4087a
pgxcs-kftwxhfd	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4091a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4091a-SNP6	PD4091a
pgxcs-kftwxhgc	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4092a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4092a-SNP6	PD4092a
pgxcs-kftwxhha	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4093a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4093a-SNP6	PD4093a
pgxcs-kftwxhi9	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4094a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4094a-SNP6	PD4094a
pgxcs-kftwxhj8	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4100a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4100a-SNP6	PD4100a
pgxcs-kftwxhm6	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4101a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4101a-SNP6	PD4101a
pgxcs-kftwxhn6	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4102a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4102a-SNP6	PD4102a
pgxcs-kftwxho7	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4103a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4103a-SNP6	PD4103a
pgxcs-kftwxhp6	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4104a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4104a-SNP6	PD4104a
pgxcs-kftwxhq6	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4105a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4105a-SNP6	PD4105a
pgxcs-kftwxhr4	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4106a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4106a-SNP6	PD4106a
pgxcs-kftwxhs3	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4107a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4107a-SNP6	PD4107a
pgxcs-kftwxht2	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4108a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4108a-SNP6	PD4108a
pgxcs-kftwxhu1	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4109a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4109a-SNP6	PD4109a
pgxcs-kftwxhv1	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4111a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4111a-SNP6	PD4111a
pgxcs-kftwxhw0	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4112a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4112a-SNP6	PD4112a
pgxcs-kftwxhx0	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4113a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4113a-SNP6	PD4113a
pgxcs-kftwxhxz	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4118a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4118a-SNP6	PD4118a
pgxcs-kftwxhyy	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4119a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4119a-SNP6	PD4119a
pgxcs-kftwxhzx	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4120a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4120a-SNP6	PD4120a
pgxcs-kftwxi0w	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4122a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4122a-SNP6	PD4122a
pgxcs-kftwxi1v	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4124a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4124a-SNP6	PD4124a
pgxcs-kftwxi2u	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4127a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4127a-SNP6	PD4127a
pgxcs-kftwxi3t	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4128a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4128a-SNP6	PD4128a
pgxcs-kftwxi4s	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4129a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4129a-SNP6	PD4129a
pgxcs-kftwxi5s	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4130a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4130a-SNP6	PD4130a
pgxcs-kftwxi6s	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4131a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4131a-SNP6	PD4131a
pgxcs-kftwxi7r	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4132a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4132a-SNP6	PD4132a
pgxcs-kftwxi8q	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4133a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4133a-SNP6	PD4133a
pgxcs-kftwxi9p	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4134a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4134a-SNP6	PD4134a
pgxcs-kftwxiao	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4135a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4135a-SNP6	PD4135a
pgxcs-kftwxibn	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4136a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4136a-SNP6	PD4136a
pgxcs-kftwxicm	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4195a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4195a-SNP6	PD4195a
pgxcs-kftwxidk	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4200a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4200a-SNP6	PD4200a
pgxcs-kftwxiej	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4203a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4203a-SNP6	PD4203a
pgxcs-kftwxifj	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4204a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4204a-SNP6	PD4204a
pgxcs-kftwxigj	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4226a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4226a-SNP6	PD4226a
pgxcs-kftwxihi	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4252a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4252a-SNP6	PD4252a
pgxcs-kftwxiii	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4594a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4594a-SNP6	PD4594a
pgxcs-kftwxijh	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4595a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4595a-SNP6	PD4595a
pgxcs-kftwxikg	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4600a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4600a-SNP6	PD4600a
pgxcs-kftwxilf	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4601a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4601a-SNP6	PD4601a
pgxcs-kftwxime	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4602a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4602a-SNP6	PD4602a
pgxcs-kftwxinv	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4603a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4603a-SNP6	PD4603a
pgxcs-kftwxiou	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4843a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4843a-SNP6	PD4843a
pgxcs-kftwxipt	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4844a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4844a-SNP6	PD4844a
pgxcs-kftwxiqs	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4935a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4935a-SNP6	PD4935a
pgxcs-kftwxiu2	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4937a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4937a-SNP6	PD4937a
pgxcs-kftwxiv3	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4938a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4938a-SNP6	PD4938a
pgxcs-kftwxiw2	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4939a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4939a-SNP6	PD4939a
pgxcs-kftwxix1	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3849a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3849a-SNP6	PD3849a
pgxcs-kftwxiy1	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4098a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4098a-SNP6	PD4098a
pgxcs-kftwxiz0	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4099a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4099a-SNP6	PD4099a
pgxcs-kftwxj00	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4121a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4121a-SNP6	PD4121a
pgxcs-kftwxj0z	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4126a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4126a-SNP6	PD4126a
pgxcs-kftwxj2g	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4137a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4137a-SNP6	PD4137a
pgxcs-kftwxj3f	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3983a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3983a-SNP6	PD3983a
pgxcs-kftwxj4e	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3984a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3984a-SNP6	PD3984a
pgxcs-kftwxj5d	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4084a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4084a-SNP6	PD4084a
pgxcs-kftwxj6c	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4110a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4110a-SNP6	PD4110a
pgxcs-kftwxj7a	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4202a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4202a-SNP6	PD4202a
pgxcs-kftwxj89	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD4205a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD4205a-SNP6	PD4205a
pgxcs-kftwxj98	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3852a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3852a-SNP6	PD3852a
pgxcs-kftwxjad	pgxcs::E-MTAB-1110::AE-MTAB_1110-PD3854a-SNP6	arrayexpress:E-MTAB-1110	AE-MTAB_1110-PD3854a-SNP6	PD3854a
